OFFERLLTITLE;提供工业援助;;;;;;;;;;X
STOPLLTITLE;停止工业援助;;;;;;;;;;X
OFFERLL_DESCRIPTION;向该国提供工业援助.;;;;;;;;;;X
STOPLL_DESCRIPTION;停止向该国提供工业援助.;;;;;;;;;;X
OFFERLL_REFUSED;取消我们正在提供的工业援助.;;;;;;;;;;X
LENDOFFERREFUSED_SETUP;当一个国家拒绝我们的工业援助.;;;;;;;;;;X
LENDOFFERREFUSED_HEADER;$minister_of_foreign$报告;;;;;;;;;;X
LENDOFFERREFUSED_1;工业援助遭拒!;;;;;;;;;;X
LENDOFFERREFUSED_2;$MONARCHTITLE$;;;;;;;;;;X
LENDOFFERREFUSED_3;$RECIPIENT$;;;;;;;;;;X
LENDOFFERREFUSED_4;拒绝了;;;;;;;;;;X
LENDOFFERREFUSED_5;我们的工业援助.;;;;;;;;;;X
LENDOFFERREFUSED_6;*;;;;;;;;;;X
LENDOFFERREFUSED_LOG;$RECIPIENT$拒绝了我们的工业援助.;;;;;;;;;;X
LENDOFFERREFUSED_BTN1;好的;;;;;;;;;;X
LENDOFFERREFUSED_BTN2;好的;;;;;;;;;;X
LENDOFFERREFUSED_BTN3;转到;;;;;;;;;;X
LENDOFFERREFUSED_MAP;*;;;;;;;;;;X
LENDOFFERACCEPT_SETUP;当一个国家接受我们的工业援助.;;;;;;;;;;X
LENDOFFERACCEPT_HEADER;$minister_of_foreign$报告;;;;;;;;;;X
LENDOFFERACCEPT_1;接受工业援助!;;;;;;;;;;X
LENDOFFERACCEPT_2;$MONARCHTITLE$;;;;;;;;;;X
LENDOFFERACCEPT_3;$RECIPIENT$;;;;;;;;;;X
LENDOFFERACCEPT_4;接受了;;;;;;;;;;X
LENDOFFERACCEPT_5;我们的工业援助.;;;;;;;;;;X
LENDOFFERACCEPT_6;*;;;;;;;;;;X
LENDOFFERACCEPT_LOG;$RECIPIENT$接受了我们的工业援助.;;;;;;;;;;X
LENDOFFERACCEPT_BTN1;好的;;;;;;;;;;X
LENDOFFERACCEPT_BTN2;好的;;;;;;;;;;X
LENDOFFERACCEPT_BTN3;转到;;;;;;;;;;X
LENDOFFERACCEPT_MAP;*;;;;;;;;;;X
LEND_LEASE_CONVOY_OWNER_DESC;这支护航船队属于 $COUNTRY$?，由该国管理。;;;;;;;;;;X
CANCEL_LL_PROMPT;你确定要取消给$TARGET$?的工业援助吗?;;;;;;;;;;X
OFFER_LEND_LEASE_DESC;$ACTOR$? 向我国提供工业援助.\n 他们将租借一些工业生产能力给我们.;;;;;;;;;;X
ACT_LENDLEASE_OUR_NEUTRALITY;我们的中立度必须低于$LIMIT$?，现值为$VAL$?;;;;;;;;;;X
ACT_LENDLEASE_THEM_ONLY_AT_WAR;他们必须处于战争状态才能获得工业援助;;;;;;;;;;X
ACT_LENDLEASE_ANY_GOI;$ACTOR$? 和$RECIPIENT$? 必须是派系成员;;;;;;;;;;X
SWM_GRAPH_TOTAL_VAL;总计: $TOT$;;;;;;;;;;X
SWM_GRAPH_TOTAL_DAMAGE_VAL;总伤害: $TOT$;;;;;;;;;;X
BP_FAILED_SAVE_FILE;保存战役计划失败.;;;;;;;;;;X
BP_ILLEGAL_FILE_NAME;文件名包含非法字符!;;;;;;;;;;X
SWM_OUR_PROV_IC_LOSS_DESC_1;本月对我国国土的轰炸造成了$IC$ IC?的损失.;;;;;;;;;;X
SWM_OUR_PROV_IC_LOSS_DESC_2;今年对我国国土的轰炸造成了$IC$ IC?的损失.;;;;;;;;;;X
SWM_OUR_PROV_IC_LOSS_DESC_3;对我国国土的轰炸总共造成了$IC$ IC?的损失.;;;;;;;;;;X
SWM_THEIR_PROV_IC_LOSS_DESC_1;本月对该国国土的轰炸造成了$IC$ IC?的损失.;;;;;;;;;;X
SWM_THEIR_PROV_IC_LOSS_DESC_2;今年对该国国土的轰炸造成了$IC$ IC?的损失.;;;;;;;;;;X
SWM_THEIR_PROV_IC_LOSS_DESC_3;对该国国土的轰炸总共造成了$IC$ IC?的损失.;;;;;;;;;;X
SWM_OUR_BOMBERS_IC_LOSS_DESC_1;本月我国轰炸机遭受的损失约合$IC$ IC?.;;;;;;;;;;X
SWM_OUR_BOMBERS_IC_LOSS_DESC_2;今年我国轰炸机遭受的损失约合$IC$ IC?.;;;;;;;;;;X
SWM_OUR_BOMBERS_IC_LOSS_DESC_3;我国轰炸机遭受的损失总计约合$IC$ IC?.;;;;;;;;;;X
SWM_THEIR_BOMBERS_IC_LOSS_DESC_1;本月该国轰炸机遭受的损失约合$IC$ IC?.;;;;;;;;;;X
SWM_THEIR_BOMBERS_IC_LOSS_DESC_2;今年该国轰炸机遭受的损失约合$IC$ IC?.;;;;;;;;;;X
SWM_THEIR_BOMBERS_IC_LOSS_DESC_3;该国轰炸机遭受的损失总计约合$IC$ IC?.;;;;;;;;;;X
SWM_GRAPH_MAX_IC_VAL2;最大IC:$MAX$;;;;;;;;;;X
organized_partisans_title;游击队;;;;;;;;;;X
organized_partisans_name;游击队;;;;;;;;;;X
