CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
##################################################;;;;;;;;;;;;;;x
# Decisions ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Events ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
EVTNAME5001;国会丑闻 ;;;;;;;;;;X
EVTDESC5001;上个星期我们不得不遗憾地透露了一些和某位政府要员有关\n的可疑活动，这个星期这位官员大概已经公开否认和丑闻有\n关。然而自国家广播电台来了一位经验丰富的记者，迫使他\n或多或少地招认，自己不仅对公众也对高等法院多次说了谎\n。我们的政治专家认为，政府首脑现在极有可能重新组阁。 ;;;;;;;;;;X
EVTOPTA5001;好 ;;;;;;;;;;X
EVTNAME5002;大规模战争游行 ;;;;;;;;;;X
EVTDESC5002;今天在首都举行了一场大规模战争游行。成千上万群众向内\n阁成员和反对党成员欢呼，因为他们都要就今天的重大事件\n对公众发表讲话。不管是政府首脑还是反对党领袖都谴责压\n迫并且做出明确保证，这个国家永远不会再忍受如此卑劣的\n行径，比如像去年发生的那一类事情。国家元首在他的讲话\n中号召人民支持政府采取一切必要的措施，重建和平，保卫\n民主。 ;;;;;;;;;;X
EVTOPTA5002;很好 ;;;;;;;;;;X
EVTNAME5003;大规模和平游行 ;;;;;;;;;;X
EVTDESC5003;今天在首都举行了一场大规模和平游行。成千上万群众向内\n阁成员和反对党成员欢呼，因为他们都要就今天的重大事件\n对公众发表讲话。不管是政府首脑还是反对党领袖都明确表\n示反对国家陷入战争，并且宣布这个国家永远不会被拖进她\n不希望的冲突之中。国家元首在他的讲话中号召人民支持政\n府采取一切必要的措施，保卫民主，使祖国远离战争。 ;;;;;;;;;;X
EVTOPTA5003;很好 ;;;;;;;;;;X
EVTNAME5004;著名战斗英雄归来 ;;;;;;;;;;X
EVTDESC5004;一位著名的战斗英雄从前线回来休假，并且针对战争发表了\n富有批判性和激进性的文章。在文章中他要求通过另外一种\n途径取得胜利。在很多地方人们表示认同他的观点，而有些\n人干脆说，某位“老先生”应该被强迫辞职。 ;;;;;;;;;;X
EVTOPTA5004;想办法让他闭嘴 ;;;;;;;;;;X
EVTOPTB5004;让他说去吧，不碍事 ;;;;;;;;;;X
EVTNAME5005;政府将私营经济国有化 ;;;;;;;;;;X
EVTDESC5005;今天在一次公开讲话中，我们伟大的领导人通告全国，他不\n能再容忍某些不忠分子通过人民的消费中饱私囊。在政府公\n告的3256B这一页上我们发现，16个过去是半私有化的公司\n已经被公共关系部没收其财产。 ;;;;;;;;;;X
EVTOPTA5005;好 ;;;;;;;;;;X
EVTNAME5006;工人大罢工 ;;;;;;;;;;X
EVTDESC5006;国家最大的工业集团之一本星期爆发了一场工人大罢工。工\n会领导人希望他们的劳务争端一直持续下去，直到政府同意\n他们的要求为止。 ;;;;;;;;;;X
EVTOPTA5006;不用在意这种事情 ;;;;;;;;;;X
EVTOPTB5006;找到并逮捕罢工的领导者 ;;;;;;;;;;X
EVTNAME5008;无赖政客 ;;;;;;;;;;X
EVTDESC5008;长时间以来大家都知道某个部长在某些领域坚持与其他政府\n官员不同的意见。不过，现在这名有问题的部长宣布他将就\n这些观点进行一场辩论。他说，说真话和说漂亮话都永远不\n会错，这个国家就是这样。 ;;;;;;;;;;X
EVTOPTA5008;他应该得到支持 ;;;;;;;;;;X
EVTOPTB5008;无视他 ;;;;;;;;;;X
EVTNAME5009;宣布共产党为非法 ;;;;;;;;;;X
EVTDESC5009;今天国会将关于上星期一位以保守主义闻名的议员提出的议\n案展开表决，是否要宣布共产党为非法。我们的政治专家认\n为，此类议案不久前刚被否决，因为只有少数议员希望如此\n限制言论自由。 ;;;;;;;;;;X
EVTOPTA5009;支持这个议案 ;;;;;;;;;;X
EVTOPTB5009;反对那孩子的任何观点 ;;;;;;;;;;X
EVTNAME5010;宣布法西斯政党为非法 ;;;;;;;;;;X
EVTDESC5010;今天国会将关于上星期一位以自由主义闻名的议员提出的议\n案展开表决，是否要宣布法西斯政党为非法。我们的政治专\n家认为，此类议案不久前刚被否决，因为只有少数议员希望\n如此限制言论自由。 ;;;;;;;;;;X
EVTOPTA5010;支持这个议案 ;;;;;;;;;;X
EVTOPTB5010;反对那孩子的任何观点 ;;;;;;;;;;X
EVTNAME5012;准军事组织之间的冲突 ;;;;;;;;;;X
EVTDESC5012;高失业人数和政治上的意见分歧让我们的国家处于一种非常\n暴躁的状态。几个政党决定成立准军事组织，来保护自己的\n利益和说服选民给予他们支持。结果，政治上有预谋的暗杀\n和左右翼团体的冲突便成了很常见的事情。 ;;;;;;;;;;X
EVTOPTA5012;采取措施阻止这种事情 ;;;;;;;;;;X
EVTOPTB5012;为了什么？ ;;;;;;;;;;X
EVTNAME5013;重组战争部门 ;;;;;;;;;;X
EVTDESC5013;最近战争部门的管理令人非常不满意，这还是客气的说法。\n遗憾的是其他政府官员还没有认识到这一点。希望就在于我\n们的最高级军官之一，他能捏造一个小小的丑闻使部门的重\n组合法化。 ;;;;;;;;;;X
EVTOPTA5013;我们需要更多像他这样的军官 ;;;;;;;;;;X
EVTOPTB5013;这真是荒谬 ;;;;;;;;;;X
EVTNAME5014;反对强制兵役制的罢工 ;;;;;;;;;;X
EVTDESC5014;强制兵役制的主意看来让我们的一些公民坐不住了。几个小\n团体已经组织一场了总罢工，而追随者的数量也正以令人担\n心的速度增加。或许我们应该尽管将罢工领导人揪出来，以\n阻止任何抗议活动进一步升级。 ;;;;;;;;;;X
EVTOPTA5014;给予此事最高优先级 ;;;;;;;;;;X
EVTOPTB5014;没什么好担心的 ;;;;;;;;;;X
EVTNAME5015;控制极端主义政治运动 ;;;;;;;;;;X
EVTDESC5015;很显然，我们需要采取更有力的措施控制极端主义政治运动\n。现在这里有一份法律草案需要通过，以禁止未经政府批准\n的政治游行。团体的组织和培训也要被警察或军队驱逐以示\n惩戒。 ;;;;;;;;;;X
EVTOPTA5015;批准 ;;;;;;;;;;X
EVTOPTB5015;这做得也太过了 ;;;;;;;;;;X
