Spy_tech;窃取科技机密;;;;;;;;;;X
Spy_tech2;在外国研究机构的我国间谍窃取了一些有趣的机密。尽管我们没能偷到成品，这些概念技术还是可以加速我国的科研。;;;;;;;;;;X
Spy_prod;窃取生产机密;;;;;;;;;;X
Spy_prod2;在外国工厂的我国间谍窃取了一些有趣的机密。尽管我们没能偷到成品，这些概念技术还是可以加速我国的工业生产。;;;;;;;;;;X
Spy_prod3;数量本身就是质量!;;;;;;;;;;X
spy_party_good;支持度增长;;;;;;;;;;X
spy_party_good2;提高我党支持度的努力获得成效，大众的支持声一浪高过一浪。每当党政要员发表演讲时，总会出现万人空巷的场面。;;;;;;;;;;X
spy_party_good3;你们得到了我的选票!;;;;;;;;;;X
spy_party_bad;政治宣传事与愿违;;;;;;;;;;X
spy_party_bad2;提高我党支持度的努力事与愿违，大众的嘲讽声一浪高过一浪。每当党政要员发表演讲时，总会收到很多烂水果。;;;;;;;;;;X
spy_party_bad3;滚开！;;;;;;;;;;X
spy_threat;<$TARGET$>威胁度提升;;;;;;;;;;X
spy_threat2;<$TARGET$>对我国的威胁使越来越多的年轻人报名参军。;;;;;;;;;;X
spy_threat2b;他们必须被阻止，不论代价;;;;;;;;;;X
spy_threat3;<$TARGET$>对我国的威胁过大，人民反对采取任何可能使<$TARGET$>向我们倾泻怒火的举动。;;;;;;;;;;X
spy_threat3b;也许我们应该静观其变?;;;;;;;;;;X
amphibious_invasion_technology;两栖入侵战术;;;;;;;;;;X
amphibious_invasion_technology_desc;通过研究过去的两栖入侵，我们能加速部队卸载速度。;;;;;;;;;;X
amphibious_invasion_craft;两栖登陆艇;;;;;;;;;;X
amphibious_invasion_craft_desc;平底，首开门驳，这些登陆艇可以迅速在滩头卸下登陆部队。;;;;;;;;;;X
advanced_invasion_craft;两栖突击舰;;;;;;;;;;X
advanced_invasion_craft_desc;比起登陆艇来体积更大，防护更充分，两栖突击舰可以向滩头运送坦克，增加两栖行动成功的可能性。;;;;;;;;;;X
amphibious_assault_units;火力支援艇;;;;;;;;;;X
amphibious_assault_units_desc;通过提供火力支援和防空艇支援登陆，我们可以为登陆部队提供更周全的保护，;;;;;;;;;;X
DESTROY;摧毁;;;;;;;;;;X
DIVISIONS_TO_BUILD;待组建的师;;;;;;;;;;X
BRIGADES_TO_BUILD;待组建的旅;;;;;;;;;;X
AIRS_TO_BUILD;待建造飞机;;;;;;;;;;X
NAVIES_TO_BUILD;待建造舰船;;;;;;;;;;X
CGM_IC_COST;IC*天 花费;;;;;;;;;;X
AMPH_INVASION_COMBAT_PROGRESS_DESC;这支部队正在两栖登陆舰中。其攻击能力下降，防御能力则由于登陆舰的装甲而增强.?;;;;;;;;;;X
AMPH_INVASION_SPEED_BONUS;两栖登陆速度;;;;;;;;;;X
AMPH_INVASION_DEFENCE_BONUS;两栖登陆舰防御;;;;;;;;;;X
AMPH_INVASION_PROGRESS;两栖登陆进度： $PERC$%;;;;;;;;;;X
AMPH_INVASION_ATTACK_SCALE;总攻击能力： $PERC$%;;;;;;;;;;X
AMPH_INVASION_DEFEND_SCALE;总防御能力： $PERC$%;;;;;;;;;;X
SCENARIO_SCW;西班牙内战;;;;;;;;;;X
SCENARIO_SCW_DESC;出于对激进的执政党控制整个国家的恐惧，军队中的反动分子发动兵变以夺取西班牙的统治权。然而，叛乱并没有如计划般成功，政府依然掌控着超过半数的领土。一场血腥的内战将会是重新统一西班牙的唯一途径。;;;;;;;;;;X
SCENARIO_winter;冬季战争;;;;;;;;;;X
SCENARIO_winter_DESC;在签署苏德互不侵犯条约并鲸吞东波兰后，苏联将注意力转向了北方的弱小邻居芬兰，期望重演一次轻松的占领行动。苏联人很快惊讶于红军面对固守家园的芬兰军队是如此准备不足与不堪一击。尽管苏联很可能取得最终胜利，代价也必然会异常高昂。;;;;;;;;;;X
DEPLOYMENT;部署;;;;;;;;;;X
MULTI_SEL_PRIO_DESC;$NUM$? /$MAX$被选择部队开启了升级和补充的 优先权?.;;;;;;;;;;X
MULTI_SEL_PRIO_REINF_DESC;$NUM$ /$MAX$ selected units will receive reinforcements ENABLED?.;;;;;;;;;;X
MULTI_SEL_PRIO_UPG_DESC;$NUM$ / $MAX$ selected units will receive upgrades ENABLED?.;;;;;;;;;;X
MULTI_SEL_UPGRADE_DESC;$NUM$个旅可以升级.;;;;;;;;;;X
UNIT_UPG_PROGRESS;升级进度$PROG$%;;;;;;;;;;X
CLEAR_ALL;清除所有;;;;;;;;;;X
SPIES_INFILTRATED_LESS;Grk;;;;;;;;;;X
SPIES_INFILTRATED_MORE;Grk;;;;;;;;;;X
TECH_AT_MAX;(最大);;;;;;;;;;X
COV_OPS_COST;改变行动花费: ;;;;;;;;;;X
COV_OPS_COST_LACKING;花费 $COST$?行动点数。我们只有 $CURRENT$? ;;;;;;;;;;X
COV_OPS_EXECUTE;\n\n效果:\n;;;;;;;;;;X
ALLOCATED_SPIES_FOR_MISSION_TRIGGER_LESS; $MISSION$的间谍至少有 $VALUE$个;;;;;;;;;;X
ALLOCATED_SPIES_FOR_MISSION_TRIGGER_MORE; $MISSION$的间谍少于 $VALUE$个;;;;;;;;;;X
HAS_NO_HOSTILE_MISSION;没有正在执行的敌意间谍任务;;;;;;;;;;X
HAS_HOSTILE_MISSION;正在执行敌意间谍任务;;;;;;;;;;X
CGM_CONTINUE_PROMPT;确定要继续到下一阶段吗？\n之后将无法返回上一阶段。;;;;;;;;;;X
CGM_RESET_PROMPT;确定要重置当前阶段吗？;;;;;;;;;;X
CGM_TOOLTIP_DIPLOMACY_STAGE;在这个阶段你可以编辑外交。\n你可以花费外交点数离开阵营并退出战争，转投另一阵营，甚至改变中立等级。;;;;;;;;;;X
CGM_TOOLTIP_TECHNOLOGY_STAGE;在这个阶段你可以花费科技点数研究科技，或者取消已研究的科技以获得点数。;;;;;;;;;;X
CGM_TOOLTIP_DEPLOYMENT_STAGE;在这个阶段你可以IC*天点数组建部队或建造设施。\n点击建造按钮可以组建部队。\n解散部队可以收回点数和人力。\n设施可以再生分界面建造或拆除。;;;;;;;;;;X
CGM_TOOLTIP_STAGE_MULTI;一旦所有玩家确认改变，就可以进入下一阶段。;;;;;;;;;;X
CGM_TOOLTIP_CONTINUE;确认改变以进入下一阶段。;;;;;;;;;;X
CGM_TOOLTIP_RESET;还原你的改变。;;;;;;;;;;X
CGM_TOOLTIP_MENU;打开游戏菜单。;;;;;;;;;;X
CGM_TOOLTIP_PROGRESS_DIPLOMACY;可用的 外交? 点数.;;;;;;;;;;X
CGM_TOOLTIP_PROGRESS_TECHNOLOGY;可用的 科技? 点数.;;;;;;;;;;X
CGM_TOOLTIP_PROGRESS_DEPLOYMENT;可用的 IC*天? 点数.;;;;;;;;;;X
CGM_TOOLTIP_BUILD;设计，组建并部署部队;;;;;;;;;;X
CGM_TOOLTIP_CONVOY;建造或摧毁 运输船?.;;;;;;;;;;X
